"Smtp 查询器不支持的操作：%{1}","Smtp 查询器不支持的操作：%{1}"
"SMTP 已配置","SMTP configured"
"请先在 SMTP 配置中添加至少一个发件人","Please add at least one sender in the SMTP configuration first"
"发件人 code 不能为空","Sender code cannot be empty"
已保存,Saved
收件人不能为空,"Recipient cannot be empty"
邮件主题不能为空,"Email subject cannot be empty"
"发件人 %{1} 未配置或配置不完整","Sender %{1} is not configured or is incomplete"
系统,System
发送成功,"Sent successfully"
发送失败,"Send failed"
发送失败：%{1},"Send failed: %{1}"
"模块 %{1} 未配置 SMTP，请先在后台配置","Module %{1} SMTP not configured, please configure it in the admin panel"
自建邮箱账号不存在或未启用,"The self-hosted mailbox account does not exist or is not active"
测试邮箱不能为空,"Test email cannot be empty"
"[SMTP 测试] WelineFramework 邮件测试","[SMTP test] WelineFramework email test"
"这是一封测试邮件。如果您收到此邮件，说明 SMTP 配置正确。","This is a test email. If you receive this email, the SMTP configuration is correct."
"SMTP 邮件","SMTP mail"
"提供 SMTP 邮件发送能力，支持多模块独立配置","Provides SMTP email sending capability, supports independent configuration for multiple modules"
发送邮件,"Send email"
收件人,Recipient
主题,Topic
"HTML 正文","HTML body"
发件人，空则用配置,"Sender, leave empty to use configuration"
"使用哪一模块的 SMTP 配置","Which module's SMTP configuration to use"
发送测试邮件,"Send test email"
测试邮箱,"Test Email"
模块,Module.
"获取模块 SMTP 配置","Get Module SMTP Configuration"
"检测 SMTP 是否已配置可用","Detecting if SMTP is configured and available"
"获取所有发件人列表（含 code）","Get all sender list (including code)"
"按 code 获取发件人配置","Get sender configuration by code"
"发件人 code","Sender code"
设置发件人默认联系人/收件邮箱，供消息通知等调用,"Set the default sender contact/recipient email for message notifications, etc."
默认收件邮箱,"Default Recipient Email"
获取发件人默认联系人/收件邮箱,"Retrieved sender's default contact/receiving email"
Smtp配置成功！为了保证Smtp邮件服务正常工作，请测试确认。,"Smtp configuration successful! In order to ensure that the Smtp mail service works properly, please test and confirm."
"[SMTP 测试] 发件人 %{1}","[SMTP Test] Sender %{1}"
这是一封测试邮件。如果您收到此邮件，说明该发件人配置正确。,"This is a test email. If you receive this email, the sender configuration is correct."
邮件发送成功！,"Email sent successfully!"
发送者,Sender
"WelineFramework SMTP 测试","WelineFramework SMTP Testing"
这是一封测试邮件。,"This is a test email."
无效的请求方法,"Invalid request method"
缺少发件人配置数据,缺少发件人配置数据
请选择自建邮箱账号,"Please select a self-hosted mailbox account"
保存成功,"Saved successfully"
删除成功！,"Deletion successful!"
你要删除的记录已不存在！,"The record you want to delete no longer exists!"
"SMTP 发件人配置","SMTP sender configuration"
添加发件人,"Add Sender"
说明,Description
"每个发件人用 <strong>code</strong> 标识，便于消息通知和 WeShop 等模块通过 w_query 指定发件人。","Each sender is identified by a <strong>code</strong>, so notification, WeShop, and other modules can choose it through w_query."
"发件来源可选择外部 SMTP 或自建邮局账号；选择自建后会自动带出 SMTP 主机、端口、加密方式和发件邮箱。","The sender source can be an external SMTP service or a self-hosted mailbox account. Selecting a self-hosted account auto-fills the SMTP host, port, encryption, and sender email."
"<strong>默认联系人</strong>：该发件人作为邮件渠道时的默认收件邮箱，可由系统管理员或 w_query 设置。","<strong>Default Contact</strong>: The sender's default receiving email address when used as an email channel, can be set by the system administrator or w_query."
发件人,Sender
测试,Test
删除,Delete
"标识 code","Identifier code"
显示名称,"Display name"
如：默认发件人,"e.g., Default Sender"
发件来源,"Sender source"
"外部 SMTP","External SMTP"
自建邮局账号,"Self-hosted mailbox account"
默认联系人（收件邮箱）,"Default Contact (Recipient Email)"
"该发件人默认收件人，可被 w_query 设置","The sender's default recipient can be set by w_query"
选择自建邮箱账号,"Select self-hosted mailbox account"
搜索邮箱账号、域名或名称,"Search mailbox account, domain, or name"
暂无可用自建邮箱账号，请先在企业邮箱模块创建并启用账号。,"No available self-hosted mailbox account. Create and activate one in the Mail module first."
自动配置摘要,"Auto configuration summary"
"外部 SMTP 需手动填写下方连接信息。","External SMTP requires the connection fields below to be filled manually."
"SMTP 主机","SMTP host"
端口,Port
加密方式,"Encryption method"
"SMTPS / SSL","SMTPS / SSL"
"STARTTLS / TLS","STARTTLS / TLS"
无加密,"No Encryption"
需要认证,"Authentication Required"
是,Yes
否,No
"发件邮箱 / 用户名","Sender email / username"
密码,Password
留空则不修改,"Leave blank to not modify"
已保存，输入新密码可覆盖,"Saved, enter new password to overwrite"
"自建 fake 账号无需密码；真实自建账号如需 SMTP 认证请填写密码。","Self-hosted fake accounts do not need a password. For real self-hosted accounts, enter the SMTP password if authentication is required."
保存全部,"Save All"
新发件人,"New Sender"
默认发件人,"Default Sender"
该发件人默认收件人,"Default recipient for this sender"
收件邮箱,"Recipient Email"
取消,Cancel
发送,Send
暂无匹配的自建邮箱账号,"No matching self-hosted mailbox account"
保存失败,"Save Failed"
请输入收件邮箱,"Please enter the recipient email address"
请至少添加一个发件人,"Please add at least one sender"
确定删除最后一个发件人吗？删除后仍可重新添加。,"Are you sure you want to delete the last sender? You can re-add it later."
配置项不齐全%{1},"Configuration item is incomplete %{1}"
"发件人配置不完整：缺少 host 或 username","Sender configuration incomplete: missing host or username"
"SMTP Host 未配置","SMTP Host is not configured"
"SMTP 用户名未配置","SMTP username is not configured"
接受者邮箱为空：请正确设置接收邮箱！,"Recipient email is empty: Please set the receiving email correctly!"
发送者邮箱为空：请正确设置发件邮箱！,"Sender email is empty: please set the sending email correctly!"
